Timestamp,Temperature (°C),Vibration (mm/s),Pressure (bar),Flow Rate (L/min),Efficiency (%)
2024-01-01 00:00:00,69.7795703208808,0.8960029344164233,2.1963340489017904,447.4854347570133,89.32775035294456
2024-01-01 00:00:00,82.97460104043007,3.1105922143113425,3.1105802068891544,222.4905552677019,68.65198374065774
2024-01-01 00:01:00,76.45290173937269,6.376437012449544,2.556588685503014,363.421949222454,81.22705485794201
2024-01-01 00:01:00,77.562997556364,1.0579713637233026,3.253704060965322,206.67133579643792,95.03031493330396
2024-01-01 00:02:00,71.94043473679089,0.4348735882284907,2.935874888459267,447.829029154128,77.32988029824072
2024-01-01 00:02:00,70.64550589766033,0.9051016867396512,3.0028673443325404,312.5172066062498,79.67081134237377
2024-01-01 00:03:00,83.35677042046564,0.5876275990592797,3.2973780904108514,391.1602277093062,82.33295084559842
2024-01-01 00:03:00,78.95336159345364,1.064683940993401,3.1981877368638543,144.3536604277489,78.17296729694776
2024-01-01 00:04:00,82.05156153295323,3.344375405570348,1.7079127603764994,397.4353050027149,77.50911390930167
2024-01-01 00:05:00,75.10990776321802,8.53756018482056,2.5377940126653407,438.1850050530221,61.1224441038044
2024-01-01 00:05:00,77.73262208026756,3.8096451019548256,3.3735685865448675,140.02226028879332,82.94320818326595
2024-01-01 00:06:00,66.94498616057416,4.198158225285442,1.9321437565150985,330.7825167084981,78.16928199390898
2024-01-01 00:06:00,71.1590288249726,1.374385182623835,2.434378743613488,358.1704590677456,60.04274649028155
2024-01-01 00:07:00,81.04219994568044,0.3630632072142671,1.7670008489034292,313.37621921052323,68.39204066533269
2024-01-01 00:07:00,74.98657137068379,0.6371462720811591,1.777391632615904,272.16595468855803,71.36444901803704
2024-01-01 00:08:00,70.91988464026899,0.472942305689811,1.6527016842689348,395.45736276119857,75.81371374409052
2024-01-01 00:09:00,74.57546338232324,3.158489859635078,2.836022054714487,245.09405660987915,69.02785279102297
2024-01-01 00:09:00,72.17848527094687,0.9877050025255554,3.1970928432708714,323.79077771413176,86.71060035950701
2024-01-01 00:10:00,75.00159305732534,0.7655953613463241,1.8789302445515557,448.62700686553865,77.82333047874378
2024-01-01 00:10:00,71.95685856266968,0.5732755234081842,3.289139685310878,134.55926464382614,79.60597575269281
2024-01-01 00:11:00,72.96169710717032,5.191999780481111,2.3552993057141034,272.0206511263069,68.76242276619077
2024-01-01 00:11:00,78.49451895750883,6.996128638375486,2.1510637974826112,430.41032969634045,65.05371240334361
2024-01-01 00:12:00,81.2843901583746,4.489072327428112,2.7651954862084933,485.0940816280518,68.32240085274195
2024-01-01 00:12:00,74.38515526682815,1.5828218277089308,3.3540062344700745,348.642048960724,58.60055490482947
2024-01-01 00:13:00,64.78230823051882,1.1253441377719582,2.3264816168599376,151.44997790054816,72.17610981006399
2024-01-01 00:13:00,80.21521263418191,0.3507537781439489,3.39827891700196,413.57512600638046,70.4707282337903
2024-01-01 00:14:00,73.4046854010765,8.224605568364767,3.01797714911206,285.5554341034976,88.58711460411791
2024-01-01 00:14:00,75.14160131838882,7.1933281378972485,1.6693274420674633,147.20904368837822,84.00528396981302
2024-01-01 00:15:00,67.91504930159505,3.0222357988821127,2.26806336732298,387.6227430770277,82.93636515317392
2024-01-01 00:15:00,80.1359739412143,3.015585428152287,1.5823625523175036,133.16658655834203,63.15625527242645
2024-01-01 00:16:00,75.10990776321802,2.3316635474809493,3.062094285311117,150.50087241633946,82.41184806621378
2024-01-01 00:16:00,73.47660518703135,1.8088258483519504,2.040578663587911,217.513238056724,80.72589804982132
2024-01-01 00:17:00,166.98909282226592,2.6436612476833408,1.693273195224827,329.25393841529706,75.44789864647255
2024-01-01 00:17:00,81.36455108623711,1.8532382943821697,3.315762432511302,204.7546297886862,66.25545654186027
2024-01-01 00:18:00,64.94009317147149,1.454075502597678,3.415635695382359,152.2834859225067,79.4255174242068
2024-01-01 00:18:00,67.80786640612298,0.0615140253571418,2.3749740064750484,414.4202518278594,91.87655821509772
2024-01-01 00:19:00,69.28528726808392,1.9046765565081527,3.092647815781817,339.97057369355,94.37017117451948
2024-01-01 00:19:00,80.98744270019087,2.456566507996654,2.8150706066798024,118.89271155251424,73.5005801491141
2024-01-01 00:20:00,71.93318199688382,2.378535179220008,2.4326705019443846,233.73443668010395,71.50822695239644
2024-01-01 00:20:00,72.8899705164546,6.1818955381646745,1.58638709400952,332.97277228716894,84.61954098286695
2024-01-01 00:21:00,73.12913207598281,5.438901838272282,3.0877012490838336,345.37810424037684,67.34697701870525
2024-01-01 00:21:00,67.78140815202472,0.4150127726726756,2.730239392060408,190.7456491046316,59.843017583446965
2024-01-01 00:22:00,78.67840381879867,3.543425698782271,1.5907949480422117,290.26907605627537,83.10628127995513
2024-01-01 00:22:00,68.95288773054082,3.093342932572268,3.236225118061397,431.9020659846528,80.76551575738252
2024-01-01 00:23:00,71.1368155517345,0.9169640990749351,2.284492193434625,259.10510988451654,79.97625928176045
